year,site,outcome_category,practice_type,indicator,gender,n,n_site,percentage,option
2018,Bardiya,Productivity and Income,Intercropping + improved varieties,Additional CSA income used for savings,Male,4,68,5.9,Practices
2018,Bardiya,Productivity and Income,Intercropping + improved varieties,Additional income,Female,19,73,26,Practices
2018,Bardiya,Productivity and Income,Intercropping + improved varieties,Additional income,Male,20,68,29.4,Practices
2018,Bardiya,Productivity and Income,Intercropping + improved varieties,CSA option decreased production,Female,3,73,4.1,Practices
2018,Bardiya,Productivity and Income,Intercropping + improved varieties,CSA option decreased production,Male,4,68,5.9,Practices
2018,Bardiya,Productivity and Income,Intercropping + improved varieties,CSA option had no effect on production,Female,2,73,2.7,Practices
2018,Bardiya,Productivity and Income,Intercropping + improved varieties,CSA option had no effect on production,Male,3,68,4.4,Practices
2018,Bardiya,Productivity and Income,Intercropping + improved varieties,Increased production,Female,34,73,46.6,Practices
2018,Bardiya,Productivity and Income,Intercropping + improved varieties,Increased production,Male,30,68,44.1,Practices
2018,Bardiya,Productivity and Income,Reduce tillage,Additional CSA income option used for agricultural assets/services,Female,3,73,4.1,Practices
2018,Bardiya,Productivity and Income,Reduce tillage,Additional CSA income option used for agricultural assets/services,Male,2,68,2.9,Practices
2018,Bardiya,Productivity and Income,Reduce tillage,Additional CSA income used for non agricultural assets/services,Female,2,73,2.7,Practices
2018,Bardiya,Productivity and Income,Reduce tillage,Additional CSA income used for non agricultural assets/services,Male,2,68,2.9,Practices
2018,Bardiya,Productivity and Income,Reduce tillage,Additional CSA income used for savings,Male,2,68,2.9,Practices
2018,Bardiya,Productivity and Income,Reduce tillage,Additional income,Female,6,73,8.2,Practices
2018,Bardiya,Productivity and Income,Reduce tillage,Additional income,Male,7,68,10.3,Practices
2018,Bardiya,Productivity and Income,Reduce tillage,CSA option decreased production,Female,2,73,2.7,Practices
2018,Bardiya,Productivity and Income,Reduce tillage,CSA option decreased production,Male,1,68,1.5,Practices
2018,Bardiya,Productivity and Income,Reduce tillage,CSA option had no effect on production,Male,2,68,2.9,Practices
2018,Bardiya,Productivity and Income,Reduce tillage,Increased production,Female,7,73,9.6,Practices
2018,Bardiya,Productivity and Income,Reduce tillage,Increased production,Male,7,68,10.3,Practices
2018,Bardiya,Productivity and Income,System of rice intensification,Additional CSA income option used for agricultural assets/services,Female,1,73,1.4,Practices
2018,Bardiya,Productivity and Income,System of rice intensification,Additional CSA income option used for agricultural assets/services,Male,1,68,1.5,Practices
2018,Bardiya,Productivity and Income,System of rice intensification,Additional CSA income used for non agricultural assets/services,Female,4,73,5.5,Practices
2018,Bardiya,Productivity and Income,System of rice intensification,Additional CSA income used for non agricultural assets/services,Male,6,68,8.8,Practices
2018,Bardiya,Productivity and Income,System of rice intensification,Additional CSA income used for savings,Female,1,73,1.4,Practices
2018,Bardiya,Productivity and Income,System of rice intensification,Additional CSA income used for savings,Male,1,68,1.5,Practices
2018,Bardiya,Productivity and Income,System of rice intensification,Additional income,Female,8,73,11,Practices
2018,Bardiya,Productivity and Income,System of rice intensification,Additional income,Male,8,68,11.8,Practices
2018,Bardiya,Productivity and Income,System of rice intensification,Increased production,Female,15,73,20.5,Practices
2018,Bardiya,Productivity and Income,System of rice intensification,Increased production,Male,11,68,16.2,Practices
2018,Barisal,Climate shocks,Aquaculture,Reduced climate vulner.,Female,34,62,54.8,Practices
2018,Barisal,Climate shocks,Aquaculture,Reduced climate vulner.,Male,67,76,88.2,Practices
2018,Barisal,Climate shocks,Garden diversification,Reduced climate vulner.,Female,46,62,74.2,Practices
2018,Barisal,Climate shocks,Garden diversification,Reduced climate vulner.,Male,48,76,63.2,Practices
2018,Barisal,Food security,Aquaculture,Improved food access,Female,38,62,61.3,Practices
2018,Barisal,Food security,Aquaculture,Improved food access,Male,67,76,88.2,Practices
2018,Barisal,Food security,Aquaculture,Improved food diversity,Female,28,62,45.2,Practices
2018,Barisal,Food security,Aquaculture,Improved food diversity,Male,50,76,65.8,Practices
2018,Barisal,Food security,Garden diversification,Improved food access,Female,44,62,71,Practices
2018,Barisal,Food security,Garden diversification,Improved food access,Male,46,76,60.5,Practices
2018,Barisal,Food security,Garden diversification,Improved food diversity,Female,47,62,75.8,Practices
2018,Barisal,Food security,Garden diversification,Improved food diversity,Male,48,76,63.2,Practices
2018,Barisal,Gender indicators,Aquaculture,Contributed equally to implement the CSA option,Female,40,62,64.5,Practices
2018,Barisal,Gender indicators,Aquaculture,Contributed equally to implement the CSA option,Male,32,76,42.1,Practices
2018,Barisal,Gender indicators,Aquaculture,Decided alone to implement the CSA option,Female,2,62,3.2,Practices
2018,Barisal,Gender indicators,Aquaculture,Decided alone to implement the CSA option,Male,41,76,53.9,Practices
2018,Barisal,Gender indicators,Aquaculture,Decreased labour time,Female,2,62,3.2,Practices
2018,Barisal,Gender indicators,Aquaculture,Decreased labour time,Male,4,76,5.3,Practices
2018,Barisal,Gender indicators,Aquaculture,Did most of the work to implement the CSA option,Female,4,62,6.5,Practices
2018,Barisal,Gender indicators,Aquaculture,Did most of the work to implement the CSA option,Male,48,76,63.2,Practices
2018,Barisal,Gender indicators,Aquaculture,Did no change agricultural labour time,Female,10,62,16.1,Practices
2018,Barisal,Gender indicators,Aquaculture,Did no change agricultural labour time,Male,18,76,23.7,Practices
2018,Barisal,Gender indicators,Aquaculture,Didn't participate in the decision to implement the CSA option,Female,41,62,66.1,Practices
2018,Barisal,Gender indicators,Aquaculture,Didn't participate in the decision to implement the CSA option,Male,1,76,1.3,Practices
2018,Barisal,Gender indicators,Aquaculture,Helped to implement the CSA option,Male,5,76,6.6,Practices
2018,Barisal,Gender indicators,Aquaculture,Increased labour time,Female,34,62,54.8,Practices
2018,Barisal,Gender indicators,Aquaculture,Increased labour time,Male,60,76,78.9,Practices
2018,Barisal,Gender indicators,Aquaculture,Joint decision to implement the CSA option,Female,42,62,67.7,Practices
2018,Barisal,Gender indicators,Aquaculture,Joint decision to implement the CSA option,Male,45,76,59.2,Practices
2018,Barisal,Gender indicators,Aquaculture,Participated on CSA-income use,Female,35,62,56.5,Practices
2018,Barisal,Gender indicators,Aquaculture,Participated on CSA-income use,Male,66,76,86.8,Practices
2018,Barisal,Gender indicators,Garden diversification,Contributed equally to implement the CSA option,Female,44,62,71,Practices
2018,Barisal,Gender indicators,Garden diversification,Contributed equally to implement the CSA option,Male,45,76,59.2,Practices
2018,Barisal,Gender indicators,Garden diversification,Decided alone to implement the CSA option,Female,1,62,1.6,Practices
2018,Barisal,Gender indicators,Garden diversification,Did most of the work to implement the CSA option,Female,3,62,4.8,Practices
2018,Barisal,Gender indicators,Garden diversification,Did most of the work to implement the CSA option,Male,3,76,3.9,Practices
2018,Barisal,Gender indicators,Garden diversification,Increased labour time,Female,47,62,75.8,Practices
2018,Barisal,Gender indicators,Garden diversification,Increased labour time,Male,48,76,63.2,Practices
2018,Barisal,Gender indicators,Garden diversification,Joint decision to implement the CSA option,Female,46,62,74.2,Practices
2018,Barisal,Gender indicators,Garden diversification,Joint decision to implement the CSA option,Male,48,76,63.2,Practices
2018,Barisal,Gender indicators,Garden diversification,Participated on CSA-income use,Female,47,62,75.8,Practices
2018,Barisal,Gender indicators,Garden diversification,Participated on CSA-income use,Male,48,76,63.2,Practices
2018,Barisal,Productivity and Income,Aquaculture,Additional CSA income option used for agricultural assets/services,Female,3,62,4.8,Practices
2018,Barisal,Productivity and Income,Aquaculture,Additional CSA income option used for agricultural assets/services,Male,3,76,3.9,Practices
2018,Barisal,Productivity and Income,Aquaculture,Additional CSA income option used for food,Female,14,62,22.6,Practices
2018,Barisal,Productivity and Income,Aquaculture,Additional CSA income option used for food,Male,24,76,31.6,Practices
2018,Barisal,Productivity and Income,Aquaculture,Additional CSA income used for non agricultural assets/services,Female,5,62,8.1,Practices
2018,Barisal,Productivity and Income,Aquaculture,Additional CSA income used for non agricultural assets/services,Male,4,76,5.3,Practices
2018,Barisal,Productivity and Income,Aquaculture,Additional CSA income used for savings,Female,17,62,27.4,Practices
2018,Barisal,Productivity and Income,Aquaculture,Additional CSA income used for savings,Male,39,76,51.3,Practices
2018,Barisal,Productivity and Income,Aquaculture,Additional income,Female,38,62,61.3,Practices
2018,Barisal,Productivity and Income,Aquaculture,Additional income,Male,67,76,88.2,Practices
2018,Barisal,Productivity and Income,Aquaculture,CSA option decreased production,Female,1,62,1.6,Practices
2018,Barisal,Productivity and Income,Aquaculture,CSA option decreased production,Male,1,76,1.3,Practices
2018,Barisal,Productivity and Income,Aquaculture,CSA option had no effect on production,Female,9,62,14.5,Practices
2018,Barisal,Productivity and Income,Aquaculture,CSA option had no effect on production,Male,10,76,13.2,Practices
2018,Barisal,Productivity and Income,Aquaculture,Increased production,Female,34,62,54.8,Practices
2018,Barisal,Productivity and Income,Aquaculture,Increased production,Male,66,76,86.8,Practices
2018,Barisal,Productivity and Income,Garden diversification,Additional CSA income option used for agricultural assets/services,Female,5,62,8.1,Practices
2018,Barisal,Productivity and Income,Garden diversification,Additional CSA income option used for agricultural assets/services,Male,4,76,5.3,Practices
2018,Barisal,Productivity and Income,Garden diversification,Additional CSA income option used for food,Female,22,62,35.5,Practices
2018,Barisal,Productivity and Income,Garden diversification,Additional CSA income option used for food,Male,23,76,30.3,Practices
2018,Barisal,Productivity and Income,Garden diversification,Additional CSA income used for non agricultural assets/services,Female,5,62,8.1,Practices
2018,Barisal,Productivity and Income,Garden diversification,Additional CSA income used for non agricultural assets/services,Male,4,76,5.3,Practices
2018,Barisal,Productivity and Income,Garden diversification,Additional CSA income used for savings,Female,15,62,24.2,Practices
2018,Barisal,Productivity and Income,Garden diversification,Additional CSA income used for savings,Male,17,76,22.4,Practices
2018,Barisal,Productivity and Income,Garden diversification,Additional income,Female,47,62,75.8,Practices
2018,Barisal,Productivity and Income,Garden diversification,Additional income,Male,48,76,63.2,Practices
2018,Barisal,Productivity and Income,Garden diversification,Increased production,Female,47,62,75.8,Practices
2018,Barisal,Productivity and Income,Garden diversification,Increased production,Male,48,76,63.2,Practices
2018,Cauca,Climate shocks,Crop residue incorporation,Reduced climate vulner.,Female,1,104,1,Practices
2018,Cauca,Climate shocks,Crop residue incorporation,Reduced climate vulner.,Male,1,117,0.9,Practices
2018,Cauca,Climate shocks,Garden diversification + water harvest,Reduced climate vulner.,Female,29,104,27.9,Practices
2018,Cauca,Climate shocks,Garden diversification + water harvest,Reduced climate vulner.,Male,28,117,23.9,Practices
2018,Cauca,Climate shocks,Improved varieties,Reduced climate vulner.,Female,4,104,3.8,Practices
2018,Cauca,Climate shocks,Improved varieties,Reduced climate vulner.,Male,9,117,7.7,Practices
2018,Cauca,Climate shocks,Irrigation and groundwater pumps,Reduced climate vulner.,Male,1,117,0.9,Practices
2018,Cauca,Climate shocks,Organic fertilizer,Reduced climate vulner.,Female,30,104,28.8,Practices
2018,Cauca,Climate shocks,Organic fertilizer,Reduced climate vulner.,Male,33,117,28.2,Practices
2018,Cauca,Climate shocks,Water harvesting,Reduced climate vulner.,Female,36,104,34.6,Practices
2018,Cauca,Climate shocks,Water harvesting,Reduced climate vulner.,Male,34,117,29.1,Practices
2018,Cauca,Food security,Crop residue incorporation,Improved food diversity,Female,1,104,1,Practices
2018,Cauca,Food security,Crop residue incorporation,Improved food diversity,Male,1,117,0.9,Practices
2018,Cauca,Food security,Garden diversification + water harvest,Improved food access,Female,29,104,27.9,Practices
2018,Cauca,Food security,Garden diversification + water harvest,Improved food access,Male,28,117,23.9,Practices
2018,Cauca,Food security,Garden diversification + water harvest,Improved food diversity,Female,30,104,28.8,Practices
2018,Cauca,Food security,Garden diversification + water harvest,Improved food diversity,Male,28,117,23.9,Practices
2018,Cauca,Food security,Improved varieties,Improved food access,Female,3,104,2.9,Practices
2018,Cauca,Food security,Improved varieties,Improved food access,Male,8,117,6.8,Practices
2018,Cauca,Food security,Improved varieties,Improved food diversity,Female,3,104,2.9,Practices
2018,Cauca,Food security,Improved varieties,Improved food diversity,Male,9,117,7.7,Practices
2018,Cauca,Food security,Irrigation and groundwater pumps,Improved food access,Male,1,117,0.9,Practices
2018,Cauca,Food security,Irrigation and groundwater pumps,Improved food diversity,Male,1,117,0.9,Practices
2018,Cauca,Food security,Organic fertilizer,Improved food access,Female,30,104,28.8,Practices
2018,Cauca,Food security,Organic fertilizer,Improved food access,Male,33,117,28.2,Practices
2018,Cauca,Food security,Organic fertilizer,Improved food diversity,Female,30,104,28.8,Practices
2018,Cauca,Food security,Organic fertilizer,Improved food diversity,Male,38,117,32.5,Practices
2018,Cauca,Food security,Water harvesting,Improved food access,Female,30,104,28.8,Practices
2018,Cauca,Food security,Water harvesting,Improved food access,Male,30,117,25.6,Practices
2018,Cauca,Food security,Water harvesting,Improved food diversity,Female,30,104,28.8,Practices
2018,Cauca,Food security,Water harvesting,Improved food diversity,Male,28,117,23.9,Practices
2018,Cauca,Gender indicators,Boundary planting,Contributed equally to implement the CSA option,Female,1,104,1,Practices
2018,Cauca,Gender indicators,Boundary planting,Did no change agricultural labour time,Female,1,104,1,Practices
2018,Cauca,Gender indicators,Boundary planting,Joint decision to implement the CSA option,Female,1,104,1,Practices
2018,Cauca,Gender indicators,Crop residue incorporation,Contributed equally to implement the CSA option,Female,2,104,1.9,Practices
2018,Cauca,Gender indicators,Crop residue incorporation,Decided alone to implement the CSA option,Female,1,104,1,Practices
2018,Cauca,Gender indicators,Crop residue incorporation,Decided alone to implement the CSA option,Male,1,117,0.9,Practices
2018,Cauca,Gender indicators,Crop residue incorporation,Decreased labour time,Male,1,117,0.9,Practices
2018,Cauca,Gender indicators,Crop residue incorporation,Did most of the work to implement the CSA option,Male,1,117,0.9,Practices
2018,Cauca,Gender indicators,Crop residue incorporation,Did no change agricultural labour time,Female,2,104,1.9,Practices
2018,Cauca,Gender indicators,Crop residue incorporation,Joint decision to implement the CSA option,Female,1,104,1,Practices
2018,Cauca,Gender indicators,Crop residue incorporation,Participated on CSA-income use,Female,1,104,1,Practices
2018,Cauca,Gender indicators,Crop residue incorporation,Participated on CSA-income use,Male,1,117,0.9,Practices
2018,Cauca,Gender indicators,Garden diversification + water harvest,Contributed equally to implement the CSA option,Female,16,104,15.4,Practices
2018,Cauca,Gender indicators,Garden diversification + water harvest,Contributed equally to implement the CSA option,Male,16,117,13.7,Practices
2018,Cauca,Gender indicators,Garden diversification + water harvest,Decided alone to implement the CSA option,Female,10,104,9.6,Practices
2018,Cauca,Gender indicators,Garden diversification + water harvest,Decided alone to implement the CSA option,Male,3,117,2.6,Practices
2018,Cauca,Gender indicators,Garden diversification + water harvest,Decision making on CSA dis-adoption,Female,1,104,1,Practices
2018,Cauca,Gender indicators,Garden diversification + water harvest,Decision making on CSA dis-adoption,Male,1,117,0.9,Practices
2018,Cauca,Gender indicators,Garden diversification + water harvest,Decreased labour time,Female,3,104,2.9,Practices
2018,Cauca,Gender indicators,Garden diversification + water harvest,Decreased labour time,Male,3,117,2.6,Practices
2018,Cauca,Gender indicators,Garden diversification + water harvest,Did most of the work to implement the CSA option,Female,15,104,14.4,Practices
2018,Cauca,Gender indicators,Garden diversification + water harvest,Did most of the work to implement the CSA option,Male,13,117,11.1,Practices
2018,Cauca,Gender indicators,Garden diversification + water harvest,Did no change agricultural labour time,Female,17,104,16.3,Practices
2018,Cauca,Gender indicators,Garden diversification + water harvest,Did no change agricultural labour time,Male,16,117,13.7,Practices
2018,Cauca,Gender indicators,Garden diversification + water harvest,Didn't participate in the decision to implement the CSA option,Female,1,104,1,Practices
2018,Cauca,Gender indicators,Garden diversification + water harvest,Helped to implement the CSA option,Female,2,104,1.9,Practices
2018,Cauca,Gender indicators,Garden diversification + water harvest,Increased labour time,Female,11,104,10.6,Practices
2018,Cauca,Gender indicators,Garden diversification + water harvest,Increased labour time,Male,10,117,8.5,Practices
2018,Cauca,Gender indicators,Garden diversification + water harvest,Joint decision to implement the CSA option,Female,22,104,21.2,Practices
2018,Cauca,Gender indicators,Garden diversification + water harvest,Joint decision to implement the CSA option,Male,26,117,22.2,Practices
2018,Cauca,Gender indicators,Garden diversification + water harvest,Participated on CSA-income use,Female,26,104,25,Practices
2018,Cauca,Gender indicators,Garden diversification + water harvest,Participated on CSA-income use,Male,9,117,7.7,Practices
2018,Cauca,Gender indicators,Improved varieties,Contributed equally to implement the CSA option,Female,3,104,2.9,Practices
2018,Cauca,Gender indicators,Improved varieties,Contributed equally to implement the CSA option,Male,1,117,0.9,Practices
2018,Cauca,Gender indicators,Improved varieties,Decided alone to implement the CSA option,Female,1,104,1,Practices
2018,Cauca,Gender indicators,Improved varieties,Decided alone to implement the CSA option,Male,7,117,6,Practices
2018,Cauca,Gender indicators,Improved varieties,Decision making on CSA dis-adoption,Male,2,117,1.7,Practices
2018,Cauca,Gender indicators,Improved varieties,Decreased labour time,Male,2,117,1.7,Practices
2018,Cauca,Gender indicators,Improved varieties,Did most of the work to implement the CSA option,Female,1,104,1,Practices
2018,Cauca,Gender indicators,Improved varieties,Did most of the work to implement the CSA option,Male,8,117,6.8,Practices
2018,Cauca,Gender indicators,Improved varieties,Did no change agricultural labour time,Male,4,117,3.4,Practices
2018,Cauca,Gender indicators,Improved varieties,Didn't participate in the decision to implement the CSA option,Female,1,104,1,Practices
2018,Cauca,Gender indicators,Improved varieties,Helped to implement the CSA option,Female,1,104,1,Practices
2018,Cauca,Gender indicators,Improved varieties,Increased labour time,Female,4,104,3.8,Practices
2018,Cauca,Gender indicators,Improved varieties,Increased labour time,Male,3,117,2.6,Practices
2018,Cauca,Gender indicators,Improved varieties,Joint decision to implement the CSA option,Female,3,104,2.9,Practices
2018,Cauca,Gender indicators,Improved varieties,Joint decision to implement the CSA option,Male,2,117,1.7,Practices
2018,Cauca,Gender indicators,Improved varieties,Participated on CSA-income use,Female,1,104,1,Practices
2018,Cauca,Gender indicators,Improved varieties,Participated on CSA-income use,Male,6,117,5.1,Practices
2018,Cauca,Gender indicators,Irrigation and groundwater pumps,Decided alone to implement the CSA option,Male,1,117,0.9,Practices
2018,Cauca,Gender indicators,Irrigation and groundwater pumps,Decision making on CSA dis-adoption,Male,1,117,0.9,Practices
2018,Cauca,Gender indicators,Irrigation and groundwater pumps,Decreased labour time,Male,1,117,0.9,Practices
2018,Cauca,Gender indicators,Irrigation and groundwater pumps,Did most of the work to implement the CSA option,Male,1,117,0.9,Practices
2018,Cauca,Gender indicators,Irrigation and groundwater pumps,Increased labour time,Male,1,117,0.9,Practices
2018,Cauca,Gender indicators,Irrigation and groundwater pumps,Participated on CSA-income use,Male,1,117,0.9,Practices
2018,Cauca,Gender indicators,Organic fertilizer,Contributed equally to implement the CSA option,Female,19,104,18.3,Practices
2018,Cauca,Gender indicators,Organic fertilizer,Contributed equally to implement the CSA option,Male,4,117,3.4,Practices
2018,Cauca,Gender indicators,Organic fertilizer,Decided alone to implement the CSA option,Female,11,104,10.6,Practices
2018,Cauca,Gender indicators,Organic fertilizer,Decided alone to implement the CSA option,Male,19,117,16.2,Practices
2018,Cauca,Gender indicators,Organic fertilizer,Decision making on CSA dis-adoption,Female,5,104,4.8,Practices
2018,Cauca,Gender indicators,Organic fertilizer,Decision making on CSA dis-adoption,Male,8,117,6.8,Practices
2018,Cauca,Gender indicators,Organic fertilizer,Decreased labour time,Female,1,104,1,Practices
2018,Cauca,Gender indicators,Organic fertilizer,Decreased labour time,Male,3,117,2.6,Practices
2018,Cauca,Gender indicators,Organic fertilizer,Did most of the work to implement the CSA option,Female,14,104,13.5,Practices
2018,Cauca,Gender indicators,Organic fertilizer,Did most of the work to implement the CSA option,Male,35,117,29.9,Practices
2018,Cauca,Gender indicators,Organic fertilizer,Did no change agricultural labour time,Female,19,104,18.3,Practices
2018,Cauca,Gender indicators,Organic fertilizer,Did no change agricultural labour time,Male,20,117,17.1,Practices
2018,Cauca,Gender indicators,Organic fertilizer,Didn't participate in the decision to implement the CSA option,Female,3,104,2.9,Practices
2018,Cauca,Gender indicators,Organic fertilizer,Didn't participate in the decision to implement the CSA option,Male,1,117,0.9,Practices
2018,Cauca,Gender indicators,Organic fertilizer,Helped to implement the CSA option,Female,1,104,1,Practices
2018,Cauca,Gender indicators,Organic fertilizer,Helped to implement the CSA option,Male,1,117,0.9,Practices
2018,Cauca,Gender indicators,Organic fertilizer,Increased labour time,Female,13,104,12.5,Practices
2018,Cauca,Gender indicators,Organic fertilizer,Increased labour time,Male,16,117,13.7,Practices
2018,Cauca,Gender indicators,Organic fertilizer,Joint decision to implement the CSA option,Female,20,104,19.2,Practices
2018,Cauca,Gender indicators,Organic fertilizer,Joint decision to implement the CSA option,Male,20,117,17.1,Practices
2018,Cauca,Gender indicators,Organic fertilizer,Participated on CSA-income use,Female,23,104,22.1,Practices
2018,Cauca,Gender indicators,Organic fertilizer,Participated on CSA-income use,Male,18,117,15.4,Practices
2018,Cauca,Gender indicators,Water harvesting,Contributed equally to implement the CSA option,Female,22,104,21.2,Practices
2018,Cauca,Gender indicators,Water harvesting,Contributed equally to implement the CSA option,Male,18,117,15.4,Practices
2018,Cauca,Gender indicators,Water harvesting,Decided alone to implement the CSA option,Female,8,104,7.7,Practices
2018,Cauca,Gender indicators,Water harvesting,Decided alone to implement the CSA option,Male,4,117,3.4,Practices
2018,Cauca,Gender indicators,Water harvesting,Decision making on CSA dis-adoption,Female,1,104,1,Practices
2018,Cauca,Gender indicators,Water harvesting,Decision making on CSA dis-adoption,Male,2,117,1.7,Practices
2018,Cauca,Gender indicators,Water harvesting,Decreased labour time,Female,7,104,6.7,Practices
2018,Cauca,Gender indicators,Water harvesting,Decreased labour time,Male,7,117,6,Practices
2018,Cauca,Gender indicators,Water harvesting,Did most of the work to implement the CSA option,Female,15,104,14.4,Practices
2018,Cauca,Gender indicators,Water harvesting,Did most of the work to implement the CSA option,Male,17,117,14.5,Practices
2018,Cauca,Gender indicators,Water harvesting,Did no change agricultural labour time,Female,22,104,21.2,Practices
2018,Cauca,Gender indicators,Water harvesting,Did no change agricultural labour time,Male,19,117,16.2,Practices
2018,Cauca,Gender indicators,Water harvesting,Didn't participate in the decision to implement the CSA option,Male,1,117,0.9,Practices
2018,Cauca,Gender indicators,Water harvesting,Helped to implement the CSA option,Female,2,104,1.9,Practices
2018,Cauca,Gender indicators,Water harvesting,Increased labour time,Female,8,104,7.7,Practices
2018,Cauca,Gender indicators,Water harvesting,Increased labour time,Male,9,117,7.7,Practices
2018,Cauca,Gender indicators,Water harvesting,Joint decision to implement the CSA option,Female,31,104,29.8,Practices
2018,Cauca,Gender indicators,Water harvesting,Joint decision to implement the CSA option,Male,30,117,25.6,Practices
2018,Cauca,Gender indicators,Water harvesting,Participated on CSA-income use,Female,23,104,22.1,Practices
2018,Cauca,Gender indicators,Water harvesting,Participated on CSA-income use,Male,12,117,10.3,Practices
2018,Cauca,Productivity and Income,Boundary planting,CSA option had no effect on production,Female,1,104,1,Practices
2018,Cauca,Productivity and Income,Crop residue incorporation,Additional CSA income option used for food,Female,1,104,1,Practices
2018,Cauca,Productivity and Income,Crop residue incorporation,Additional CSA income used for non agricultural assets/services,Male,1,117,0.9,Practices
2018,Cauca,Productivity and Income,Crop residue incorporation,Additional income,Female,1,104,1,Practices
2018,Cauca,Productivity and Income,Crop residue incorporation,Additional income,Male,1,117,0.9,Practices
2018,Cauca,Productivity and Income,Crop residue incorporation,CSA option had no effect on production,Female,1,104,1,Practices
2018,Cauca,Productivity and Income,Crop residue incorporation,Increased production,Female,1,104,1,Practices
2018,Cauca,Productivity and Income,Crop residue incorporation,Increased production,Male,1,117,0.9,Practices
2018,Cauca,Productivity and Income,Garden diversification + water harvest,Additional CSA income option used for agricultural assets/services,Male,2,117,1.7,Practices
2018,Cauca,Productivity and Income,Garden diversification + water harvest,Additional CSA income option used for food,Female,25,104,24,Practices
2018,Cauca,Productivity and Income,Garden diversification + water harvest,Additional CSA income option used for food,Male,22,117,18.8,Practices
2018,Cauca,Productivity and Income,Garden diversification + water harvest,Additional CSA income used for non agricultural assets/services,Female,4,104,3.8,Practices
2018,Cauca,Productivity and Income,Garden diversification + water harvest,Additional CSA income used for non agricultural assets/services,Male,2,117,1.7,Practices
2018,Cauca,Productivity and Income,Garden diversification + water harvest,Additional income,Female,29,104,27.9,Practices
2018,Cauca,Productivity and Income,Garden diversification + water harvest,Additional income,Male,26,117,22.2,Practices
2018,Cauca,Productivity and Income,Garden diversification + water harvest,Can't say about CSA effect on production because it was new,Female,1,104,1,Practices
2018,Cauca,Productivity and Income,Garden diversification + water harvest,Can't say about CSA effect on production because it was new,Male,2,117,1.7,Practices
2018,Cauca,Productivity and Income,Garden diversification + water harvest,CSA option decreased production,Female,1,104,1,Practices
2018,Cauca,Productivity and Income,Garden diversification + water harvest,CSA option decreased production,Male,1,117,0.9,Practices
2018,Cauca,Productivity and Income,Garden diversification + water harvest,CSA option had no effect on production,Male,4,117,3.4,Practices
2018,Cauca,Productivity and Income,Garden diversification + water harvest,Increased production,Female,29,104,27.9,Practices
2018,Cauca,Productivity and Income,Garden diversification + water harvest,Increased production,Male,22,117,18.8,Practices
2018,Cauca,Productivity and Income,Improved varieties,Additional CSA income option used for agricultural assets/services,Female,1,104,1,Practices
2018,Cauca,Productivity and Income,Improved varieties,Additional CSA income option used for agricultural assets/services,Male,2,117,1.7,Practices
2018,Cauca,Productivity and Income,Improved varieties,Additional CSA income option used for food,Female,1,104,1,Practices
2018,Cauca,Productivity and Income,Improved varieties,Additional CSA income option used for food,Male,4,117,3.4,Practices
2018,Cauca,Productivity and Income,Improved varieties,Additional CSA income used for non agricultural assets/services,Male,2,117,1.7,Practices
2018,Cauca,Productivity and Income,Improved varieties,Additional income,Female,2,104,1.9,Practices
2018,Cauca,Productivity and Income,Improved varieties,Additional income,Male,8,117,6.8,Practices
2018,Cauca,Productivity and Income,Improved varieties,Can't say about CSA effect on production because it was new,Female,2,104,1.9,Practices
2018,Cauca,Productivity and Income,Improved varieties,Can't say about CSA effect on production because it was new,Male,2,117,1.7,Practices
2018,Cauca,Productivity and Income,Improved varieties,CSA option had no effect on production,Male,2,117,1.7,Practices
2018,Cauca,Productivity and Income,Improved varieties,Increased production,Female,2,104,1.9,Practices
2018,Cauca,Productivity and Income,Improved varieties,Increased production,Male,5,117,4.3,Practices
2018,Cauca,Productivity and Income,Irrigation and groundwater pumps,Additional CSA income option used for food,Male,1,117,0.9,Practices
2018,Cauca,Productivity and Income,Irrigation and groundwater pumps,Additional CSA income used for non agricultural assets/services,Male,1,117,0.9,Practices
2018,Cauca,Productivity and Income,Irrigation and groundwater pumps,Additional income,Male,1,117,0.9,Practices
2018,Cauca,Productivity and Income,Irrigation and groundwater pumps,Increased production,Male,1,117,0.9,Practices
2018,Cauca,Productivity and Income,Organic fertilizer,Additional CSA income option used for agricultural assets/services,Female,7,104,6.7,Practices
2018,Cauca,Productivity and Income,Organic fertilizer,Additional CSA income option used for agricultural assets/services,Male,6,117,5.1,Practices
2018,Cauca,Productivity and Income,Organic fertilizer,Additional CSA income option used for food,Female,13,104,12.5,Practices
2018,Cauca,Productivity and Income,Organic fertilizer,Additional CSA income option used for food,Male,19,117,16.2,Practices
2018,Cauca,Productivity and Income,Organic fertilizer,Additional CSA income used for non agricultural assets/services,Female,6,104,5.8,Practices
2018,Cauca,Productivity and Income,Organic fertilizer,Additional CSA income used for non agricultural assets/services,Male,1,117,0.9,Practices
2018,Cauca,Productivity and Income,Organic fertilizer,Additional income,Female,26,104,25,Practices
2018,Cauca,Productivity and Income,Organic fertilizer,Additional income,Male,26,117,22.2,Practices
2018,Cauca,Productivity and Income,Organic fertilizer,Can't say about CSA effect on production because it was new,Female,3,104,2.9,Practices
2018,Cauca,Productivity and Income,Organic fertilizer,Can't say about CSA effect on production because it was new,Male,10,117,8.5,Practices
